"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT","turpin shall deliver to the company all work product and company property, including all originals and copies thereof, in turpin's possession and/or control, at the request of the company, or, in the absence of such a request, upon the termination of turpin's employment with the company.",upon the termination of turpin's employment with the company.,Happens,conditional,,upon EVENT
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,7.4 upon termination or cancellation of this agreement plan_b shall cease to use content for any purpose and delete content from any files and data storage.,upon termination or cancellation of this agreement,Happens,conditional,,upon EVENT
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,"upon termination of this agreement, mphase shall immediately cease use of the lucent co-branding logo, provided, however, that mphase shall have no obligation to remove such co-branding logo from any goods sold prior to the date of such termination.",upon termination of this agreement,Happens,conditional,,upon EVENT
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,"upon termination, customer shall destroy all copies of software and documentation in its possession or control.",upon termination,Happens,conditional,,upon EVENT
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT","(c) on aduro's request, or upon the termination or expiration of this agreement, consultant shall immediately: (i) stop using confidential information; (ii) return all materials provided by aduro to consultant that contain confidential information, except for one copy that may be retained by consultant's legal counsel to confirm compliance with the obligations under this agreement; (iii) destroy all copies of confidential information in any form including confidential information contained in computer memory or data storage apparatus or materials prepared by or for consultant; and (iv) provide a written warranty to aduro that consultant has taken all the actions described in the foregoing subparagraphs 4(c)(i-iii).",upon the termination or expiration of this agreement,Happens,conditional,,upon EVENT
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,"upon termination, consultant agrees to perform the necessary information transfer required at the time.",upon termination,Happens,conditional,,upon EVENT
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,"upon termination of this agreement, party b shall return confidential information to party a or destroy it itself and delete confidential information from any electronic devices and cease to use them as required by party a. party b shall not disclose, grant or transfer any confidential information to any third party and will not use the confidential information without party a's written consent.","upon termination of this agreement,",Happens,conditional,,upon EVENT
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,"upon termination, the sponsor shall be entitled to a pro rata refund of monies paid for services not yet performed by racing based upon the number of races for the applicable racing season.",upon termination,Happens,conditional,,upon EVENT
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,"3.3 upon termination of this agreement, licensed users shall immediately cease use of the licensed trade name and licensed mark as soon as practicable, but no longer than thirty (30) days, after termination.",upon termination of this agreement,Happens,conditional,,upon EVENT
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"3 source: bravatek solutions, inc., 8-k, 4/18/2017 e. upon termination or expiration of this agreement, other than with respect to customers of the reseller existing at any time prior to the termination or expiration and with respect to ongoing sales or prospective sales, reseller (i) shall immediately discontinue any use of the name, logotype, marks or slogans of company, (ii) shall immediately discontinue all representations or statements from which it might be inferred that any relationship exists between the parties, (iii) will cease to promote, solicit orders for or procure orders for the product, (iv) will immediately return to company all proprietary information (as defined below) and any other information or materials of company in its possession, custody or control in whatever form held (including copies or embodiments thereof relating thereto).",upon termination or expiration of this agreement,Happens,conditional,,upon EVENT
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,"upon the termination of this agreement, the trust shall pay the adviser such compensation as may be payable for the period prior to the effective date of such termination.",upon the termination of this agreement,Happens,conditional,,upon EVENT
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT","upon termination, envision shall have eighteen (18) months to exhaust any inventories, packaging and advertising materials bearing the ""sierrasil"" trademark and sierra shall have first option to buy back any inventory at envision's net purchase price.",upon termination,Happens,conditional,,upon EVENT
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,webmd shall promptly notify emdeon when a new update is available.,when a new update is available,Happens,conditional,,when EVENT
Independent Contractor,The Client will be invoiced when the Services are complete.,when the Services are complete,Happens,conditional,,when EVENT
Biomass,"when the agreement ends, each party shall return all copies of any such information to the other and take every reasonable measure to preclude its representatives from sharing or keeping such information.",when the agreement ends,Happens,conditional,,when EVENT
Independent Contractor,"In the event that this Agreement is terminated by the Client prior to completion of the Services, but where the Services have been partially performed, the Contractor will be entitled to pro rata payment of the Compensation to the date of termination provided that there has been no breach of contract on the part of the Contractor",but where the Services have been partially performed,Happens,conditional,,where EVENT
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"the parties shall, at all times, both during the term of this agreement and after its termination, not use such proprietary information other than in the course of its duties as expressly provided in this agreement",during the term of this agreement,Happens,HappensWithin,*two - split up,during TIME_PERIOD
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"the parties shall, at all times, both during the term of this agreement and after its termination, not use such proprietary information other than in the course of its duties as expressly provided in this agreement",after its termination,Happens,Happens (surviving),,after EVENT
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,"during the term of this agreement, and thereafter, dolphin shall use reasonable efforts to ensure that all information provided to dgt or its representatives pursuant to this article remains confidential and is treated as such by dgt.",during the term of this agreement,Happens,HappensWithin,,during TIME_PERIOD
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,"if dividends are credited after premiums can no longer be paid under this contract, dividends will be paid in cash.",after premiums can no longer be paid under this contract,Happens,WHappensBeforeEvent,* only on conditional,after EVENT
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"following the expiration of 90 days from the termination or expiration of this agreement, the company shall cease usage of all publicity, promotion and advertising materials which contain the professional's image",following the expiration of 90 days from the termination or expiration of this agreement,Happens,HappensAfter,,following TIMESPAN from EVENT
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"in no case may any pin code be redeemed later than march 31, 2010.","later than march 31, 2010.",Happens,HappensAfter,,later than DATE
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,all amounts payable shall be due be due thirty (30) days after the receipt of webmd's invoice.,thirty (30) days after the receipt of webmd's invoice,Happens,WHappensBefore,,TIMESPAN after EVENT
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,"cisco warrants that commencing from the date of shipment to customer, and continuing for a period ninety (90) days, the media on which the software is furnished will be free of defects in materials and workmanship under normal use","commencing from the date of shipment to customer (but in case of resale by an authorized cisco reseller, commencing not more than ninety (90) days after original shipment by cisco), and continuing for a period of the longer of (a) ninety (90) days",Happens,HappensWithin,,commencing from EVENT and continuing for TIMESPAN
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,"kci pledges that it will not circumvent the relationships among venders, providers and clients developed by provider either directly or indirectly, during the contract period and for a period of up to 2 (two) years following termination of this contract ",for a period of up to 2 (two) years following termination of this contract,Happens,HappensWithin,,for TIMESPAN following EVENT
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,"during the term of this agreement, licensee shall use the licensed mark only to the extent permitted under this license, and except as provided above, neither licensee nor any affiliate, owner, director, officer, employee or agent thereof shall otherwise use the licensed mark or any derivative thereof in the territory without the prior express written consent of licensor in its sole and absolute discretion and shall not use the licensed mark for any purpose outside the territory.","during the term of this agreement,",Happens,HappensWithin,,during TIME_PERIOD
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,"during the term of the joint venture, no interest shall be allowed to any joint venturer upon the amount of his contribution.",during the term of the joint venture,Happens,HappensWithin,,during TIME_PERIOD
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"during the period beginning october 1, 2009 and ending march 31, 2010, charity tunes shall not enable another program sponsorship for all competitive products/product categories distributed/sold within the total canadian consumer/retail/wholesale market place, inclusive of: - total frozen handhelds - total corporation general mills handhelds - total pizza pops handhelds / total pillsbury mini pizzas - total corporation mccain foods handhelds - total pizza pockets / total mccain mini pizzas - total corporation heinz handhelds - total heinz hot bites (bagel bites and taco bites) / total anchor poppers - total corporation schneider foods handhelds - total hot stuffs / total lean stuffs - total resers burritos - total corp les plats du chef handhelds - total hinsdale farms corndogs 9.explicit content: 10.fee: 11.warranty and indemnity: 11.1warranty.","during the period beginning october 1, 2009 and ending march 31, 2010",Happens,HappensWithin,,during the period beginning DATE and ending on DATE
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT","in the event comware purchases products in excess of $45,420.00 during the initial distribution period, comware shall have the right to purchase additional products at the following discounts",during the initial distribution period,Happens,HappensWithin,,during TIME_PERIOD
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT","during the initial one year period beginning on the amendment date, distributor shall be the only distributor appointed by netgear ",during the initial one year period beginning on the amendment date,Happens,HappensWithin,,during TIMESPAN beginning on EVENT
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",(ii) the company will provide products at no cost for use by the celebrity for personal use throughout the duration of this agreement.,throughout the duration of this agreement,Happens,HappensWithin,,throughout TIME_PERIOD
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",sic shall allow tkci to review and analyze all business opportunities that could be mutually beneficial to tkci and sic within the time frame of this alliance.,within the time frame of this alliance,Happens,HappensWithin,,within TIME_PERIOD
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,"during the term of this agreement and for a period of two (2) years after termination hereof, neither party will use, copy, or disclose, or permit any unauthorized person access to, any of the other party's confidential information, except as expressly directed by such party or as permitted herein.",for a period of two (2) years after termination hereof,Happens,HappensWithin (surviving),,for a period of TIMESPAN following TIME_PERIOD
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","cool tech and vet tech agree not to engage in any attempt whatsoever, to hire, or to engage as independent contractors, the other's employees or independent contractors during the term of this agreement and for a period of six (6) months following expiration or termination of this agreement except as may be mutually agreed in writing.",for a period of six (6) months following expiration or termination of this agreement,Happens,HappensWithin (surviving),,for a period of TIMESPAN following TIME_PERIOD
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2","during the term and any renewal terms of the agreement, and for a period of one (1) year following the expiration or earlier termination thereof, customer shall not, whether for its own account or for the account of any other person or entity, interfere with the relationship of kubient with, or endeavor to entice away from kubient, any person or entity who was or is a an employee or third-party of kubient.",for a period of one (1) year following the expiration or earlier termination thereof,Happens,HappensWithin (surviving),,for a period of TIMESPAN following TIME_PERIOD
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement","for a period of five (5) years after termination of this agreement, the parties shall treat as confidential all information and take every reasonable precaution and use all reasonable efforts to prevent the unauthorized disclosure of the same.",for a period of five (5) years after termination of this agreement,Happens,HappensWithin (surviving),,for a period of TIMESPAN after EVENT
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,"for twenty-four (24) months following termination of this agreement, licensee shall specify on all public-facing materials in a prominent place and in prominent typeface that licensee is no longer operating under the licensed mark, is no longer associated with licensor, or such other notice as may be deemed necessary by licensor in its sole discretion in its prosecution, defense, and/or settlement of any third party claim.",for twenty-four (24) months following termination of this agreement,Happens,HappensWithin (surviving),,for TIMESPAN following EVENT
Meat sale,Both Seller and Buyer must keep the contents of this contract confidential for 6 months following the termination of the contract,for 6 months following the termination of the contract,Happens,HappensWithin (surviving),,for TIMESPAN following EVENT
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"eligible pin codes may be entered on the www.charitytunes.com website and corresponding music downloaded from october 1, 2009 to march 31, 2010.","from october 1, 2009 to march 31, 2010",right,new obligation,,from DATE to DATE
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"designated sponsor products with pin codes may be distributed from approximately october 1, 2009 to approximately december 31, 2009 (the ""promotion period"").","from approximately october 1, 2009 to approximately december 31, 2009",right,new obligation,,from DATE to DATE
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"cerus will not have responsibility to pay for identified errors, incomplete or inaccurate items (collectively the ""invoice errors"") which result in increases to previously invoiced amounts if the aforementioned invoice errors are communicated to cerus later than [*] days from the original invoice date.",if the aforementioned invoice errors are communicated to cerus later than [*] days from the original invoice date,non-obligation,new obligation,,if EVENT
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,"licensee shall have the non-exclusive right and license to develop and distribute ice age 2 wireless products during the term of the agreement for all wireless products set forth in this paragraph 2(c) except the game, for which licensee shall have the exclusive right and license to develop and distribute until december 31, 2006.","until december 31, 2006",right,new obligation,,until DATE
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"2) if the parties cannot agree on a price for the product by the beginning of a following contract year, cremer may refuse to deliver the product to ultragenyx until the parties agreed on a respective price.",until the parties agreed on a respective price,right,new obligation,,until EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"2) if the parties cannot agree on a price for the product by the beginning of a following contract year, cremer may refuse to deliver the product to ultragenyx until the parties agreed on a respective price.",until the parties agreed on a respective price,right,new obligation,,until EVENT
Meat sale,Any delay in delivery of the goods will not entitle the Buyer to terminate the Contract unless such delay exceeds 10 days,unless such delay exceeds 10 days,non-power,new power,,unless EVENT
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,either party wishing to terminate the agreement must give written notice to the other party at least thirty (30) days prior to the desired date of termination.,at least thirty (30) days prior to the desired date of termination,termination power,notice to terminate,,at least TIMESPAN prior to EVENT
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,"6.2 termination ehs or ehn, on the one hand, and dr. murray, on the other, may terminate any services term of this agreement by delivering 60 days written notice to the other party.",by delivering 60 days written notice to the other party,termination power,notice to terminate,,by EVENT
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,developer may also terminate this agreement by giving two (2) weeks' notice in writing to val.,by giving two (2) weeks' notice in writing to val,termination power,notice to terminate,,by giving TIMESPAN notice
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,dragon may terminate this agreement without cause by giving sixty (60) days written notice to mmi.,by giving sixty (60) days written notice to mmi,termination power,notice to terminate,,by giving TIMESPAN notice
Property mgmt,This Agreement may be terminated at any time by either Party upon 30 days written notice to the other Party,upon 30 days written notice to the other Party,termination power,notice to terminate,,upon TIMESPAN notice
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,this agreement may be terminated by (a) the written agreement of the parties or (b) by either party upon 5 days written notice to the other party.,upon 5 days written notice to the other party.,termination power,notice to terminate,,upon TIMESPAN notice
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,"this agreement may be terminated at any time, without the payment of any penalty, upon 60 days' written notice, by the vote of a majority of the outstanding voting securities of the fund or by the vote of the fund's trustees or by the blockchain administrator.",upon 60 days' written notice,termination power,notice to terminate,,upon TIMESPAN notice
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,this agreement may be terminated without the payment of any penalty by either party upon sixty (60) days' written notice to the other party.,upon sixty (60) days' written notice to the other party,termination power,notice to terminate,,upon TIMESPAN notice
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,either party may terminate this agreement without cause at any time effective upon thirty (30) days' written notice.,effective upon thirty (30) days' written notice,termination power,notice to terminate,,upon TIMESPAN notice
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,"aig shall have the absolute right to terminate this agreement upon thirty (30) days' prior written notice to the company, which notice shall state the effective date of termination (the ""termination date""); provided, however, that aig agrees not to terminate this agreement unless (a) aig significantly modifies the 3 corporate structure or ownership of the company, or (b) aig sells the company to an acquirer, in each case, (i) having a rating from at least one of s&p, moody's, a.m. best or a substitute agency, which is a nationally recognized statistical rating organization, that is at least equal to the lower of (x) aig's then-current rating from such agency or (y) the company's then-current rating as supported by this agreement from such agency; or (ii) such that, immediately on the effective date of the modification of corporate structure or sale by aig of the company, the company's capitalization is consistent with the minimum capital adequacy standards and criteria of at least one of s&p, moody's, a.m. best or a substitute agency, which is a nationally recognized statistical rating organization, for a rating that is equal to or better than the company's then-current rating on the date immediately preceding such modification of corporate structure or sale.",upon thirty (30) days' prior written notice to the company,termination power,notice to terminate,,upon TIMESPAN notice
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,the company may in its discretion and at its option terminate this agreement at any time after the minimum period upon five days prior written notice to maimon.,upon five days prior written notice to maimon,termination power,notice to terminate,,upon TIMESPAN notice
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","notwithstanding the foregoing, this agreement shall be earlier terminated (x) by mutual agreement of the parties, or (y) at any time upon sixty (60) days advance written notice to the other party.",upon sixty (60) days advance written notice to the other party,termination power,notice to terminate,,upon TIMESPAN notice
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",this agreement may also be terminated by either party upon ninety (90) days written notice.,upon ninety (90) days written notice.,termination power,notice to terminate,,upon TIMESPAN notice
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,fiioc may terminate this agreement at any time upon ninety (90) days' written notice to company.,upon ninety (90) days' written notice to company,termination power,notice to terminate,,upon TIMESPAN notice
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,"this agreement shall be in effect until march 18. 2021, unless sooner terminated by either party upon (30) days written notice, without cause.",upon (30) days written notice,termination power,notice to terminate,,upon TIMESPAN notice
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,either party may terminate this agreement for non-cause with a sixty (60) written notice.,with a sixty (60) written notice.,termination power,notice to terminate,,with TIMESPAN notice
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,"during the term of this agreement, party a may terminate this agreement at any time with a written notice to party b 30 days before such termination.",with a written notice to party b 30 days before such termination,termination power,notice to terminate,,with TIMESPAN notice
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,either party may terminate this agreement at any time with 30 days written notice.,with 30 days written notice.,termination power,notice to terminate,,with TIMESPAN notice
Meat sale,"In the event of late payment of the amount owed due, the Seller may suspend performance of all of its obligations under the agreement until payment of amounts owed has been received in full",until payment of amounts owed has been received in full,power to suspend,power to resume,,until EVENT
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,party b shall pay the license fee to the account designated by party a before december 31 each year.,before december 31 each year,Happens,SHappensBefore,,before DATE
Meat sale,"The Buyer shall pay $100 to the Seller before March 30, 2024","before March 30, 2024",Happens,SHappensBefore,,before DATE
Meat sale,"The Seller shall deliver the Order in one delivery to the Buyer before March 18, 2024","before March 18, 2024",Happens,SHappensBefore,,before DATE
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement," if ten (10) music venues sign a contract with vnue before january 16, 2016, promoter will receive an additional bonus of three hundred thousand (300,000) shares of vnue common stock.","before january 16, 2016",Happens,SHappensBefore,,before DATE
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"charity tunes shall use its best efforts to update its music catalogue with available mp3 files by june 30, 2009.","by june 30, 2009",Happens,SHappensBefore,,by DATE
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT","this initial order shall be evidenced by valid purchase order from comware to be received by its no later than 5:00pm april 1, 2000, with payment to be received by its no later than april 15, 2000.","no later than april 15, 2000",Happens,SHappensBefore,,no later than DATE
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,"no later than <<enter customization documents delivery date>>, supplier shall deliver to bank of america the documents described below for this customization.",no later than <<enter customization documents delivery date>>,Happens,SHappensBefore,,no later than DATE
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT","this initial order shall be evidenced by valid purchase order from comware to be received by its no later than 5:00pm april 1, 2000, with payment to be received by its no later than april 15, 2000.","no later than 5:00pm april 1, 2000",Happens,SHappensBefore,,no later than DATE
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,the above-referenced service fee shall be paid by service recipient to the account designated by service provider not later than [date] in accordance with a written payment instruction of service provider.,not later than [date],Happens,SHappensBefore,,no later than DATE
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,the first sales plan will be presented to lucid within three (3) months of the signing of this agreement and annual sales plans will be due on november 30 each year.,on november 30 each year,Happens,SHappensBefore,,on DATE
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"the fee shall be payable to charity tunes in two equal installments of $58,802.80 (plus applicable taxes) due to charity tunes on october 1, 2009 and november 1, 2009, respectively payable upon receipt of invoice.","on october 1, 2009 and november 1, 2009",Happens,SHappensBefore,,on DATE
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement," the franchise fee shall be paid to grantor on or before march 31, 2017.","on or before march 31, 2017.",Happens,SHappensBefore,,on or before DATE
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,"the sponsor shall pay to racing a sponsorship fee in the amount of $750,000.00 for the term of this agreement, payable in an initial installment payable on or before february 1, 2010 in the amount of $350,000.00 and ten installments of $40,000.00 on or before the first day of each month commencing march 1, 2010 and ending with the installment due on december 1, 2010 (unless this agreement is sooner terminated pursuant to section 14 hereof, in which case sponsor shall have no obligation to make any payments after the date of termination).","on or before february 1, 2010",Happens,SHappensBefore,,on or before DATE
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,"notwithstanding the foregoing, in no event will fox develop, publish and/or distribute games derived from the property ""ice age 2"" prior to january 1, 2007.","prior to january 1, 2007",Happens,SHappensBefore,,prior to DATE
Independent Contractor,"The Contractor agrees that they will not disclose, divulge, reveal, report or use, for any purpose, any Confidential Information which the Contractor has obtained, except as authorized by the Client or as required by law",except as authorized by client,Happens,suspend obligation,,except EVENT
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,"unless shipper and transporter have agreed to a rate other than the maximum rate, rates shall be transporter's maximum rates and charges plus all applicable surcharges",unless shipper and transporter have agreed to a rate other than the maximum rate,Happens,suspend obligation,,unless EVENT
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,utek shall not divulge any confidential information pertaining to the business and affairs of mkos unless authorized by mkos.,"unless authorized, in writing by mkos",Happens,suspend obligation,,unless EVENT
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,all records which party maintains for the fund will be preserved unless any such records are surrendered,unless any such records are earlier surrendered as provided above.,Happens,suspend obligation,,unless EVENT
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,"unless approved by party a, party b shall pay liquidated damages to party a at the standard rate of rmb500 per trip.","unless otherwise approved by party a,",Happens,suspend obligation,,unless EVENT
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,ehs and ehn agree that they shall not use dr. murray's name or likeness on its products unless specifically approved by dr. murray ,unless specifically approved by dr. murray by written acknowledgement including emails and facsimile transmissions of his approval,Happens,suspend obligation,,unless EVENT
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,"unless specified in this agreement, all notices shall be in writing and delivered personally to the addresses set forth at the beginning of this agreement.",unless otherwise specified in this agreement,Happens,suspend obligation,,unless EVENT
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"unless provided in the applicable statement of work, payment to porex of undisputed fees shall be due",unless otherwise expressly provided in the applicable statement of work,Happens,suspend obligation,,unless EVENT
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"unless otherwise agreed in writing, porex shall continue to manufacture and produce platelet wafers using the existing specifications for platelet wafers until cerus gives written notice to porex that platelet wafers shall be thereafter manufactured in accordance with the revised wafer specifications.",unless otherwise agreed in writing,Happens,suspend obligation,,unless EVENT
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"the distributor shall not be entitled to engage sub-distributors for sales of the product, without having obtained lucid's prior written approval.",without having obtained lucid's prior written approval.,Happens,suspend obligation,,without EVENT
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement",materials used in any engagement undertaken pursuant to this agreement shall not be altered or changed without the consent of both parties.,without the consent of both parties.,Happens,suspend obligation,,without EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,ultragenyx shall control the respective legal proceedings but shall not settle any claim that admits fault on behalf of cremer without cremer's consent (not be unreasonably withheld).,without cremer's consent,Happens,suspend obligation,,without EVENT
Rental,The Parties agree that the Renter will not keep any pets on the premises without obtaining written prior consent from the Landlord,without obtaining written prior consent from the Landlord,Happens,suspend obligation,,without EVENT
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement,"(e) recipient agrees that she will not copy the information in whole or in part or use all or any part of the information to reverse engineer, duplicate the function, sequence or organization of the information for any purpose without the prior written permission of the company.",without the prior written permission of the company,Happens,suspend obligation,,without EVENT
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,6) display materials from the sponsor must be delivered to the tian he stadium at least two days prior to the event.,at least two days prior to the event,Happens,WHappensBefore,,at least TIMESPAN prior to EVENT
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"c. upon reasonable written request of the company which shall be tendered at least 30 days prior the date requested, the professional shall make himself available for the purpose of posing for print ads, making commercials and other promotional materials, or attending promotional events organized by the company once per calendar year.",at least 30 days prior the date requested,Happens,WHappensBefore,,at least TIMESPAN prior to EVENT
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,"at least three business days prior to the dissemination of any such public announcement or filing containing the above-required description, the company shall submit to agi for its review and comment the proposed public announcement or description.",at least three business days prior to the dissemination of any such public announcement or filing containing the above-required description,Happens,WHappensBefore,,at least TIMESPAN prior to EVENT
