RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,"for each calendar year during the term of this franchise, grantor's percentage share shall be determined pursuant to this section, and paid to grantor on or before march 31 of the succeeding calendar year.","before,interval,interval"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,"the adviser hereby ratifies and confirms as good and effectual, at law or in equity, all that fasc, and its officers and employees, may do by virtue hereof.","before,cond_a"
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,service recipient shall pay the service fee for the preceding quarter in accordance with a written payment instruction of service provider during each quarter.,"interval,interval"
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,7. drug & alcohol abuse policy: owner warrants that it will maintain and enforce at all times during the term of this agreement a drug and alcohol abuse policy applicable to the vessels which complies in all material respects with the minimum standards promulgated by the u.s. coast guard.,"before,interval,interval"
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",such notice must be given ninety (90) days prior to expiration of the original term.,before
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,"to the extent required by law, and at customer's written request, cisco shall provide customer with the interface information needed to achieve interoperability between the software and another independently created program, on payment of cisco's source: scansource, inc., 10-k, 8/22/2019 exhibit 10.38 applicable fee, if any.","before,interval,interval,cond_a"
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR","following the [*], for any extension or renewal term, distributor's appointment as distributor shall be non-exclusive and netgear may appoint other distributors in [*] at its sole discretion.","after,interval"
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement","[termination, settlement and release agreement] between bpc and sanofi pasteur, [of even date herewith], sanofi pasteur assumes all risk of loss for all source plasma (the ""sanofi pasteur property"") while under storage conditions at bpc's warehouse except in case such loss occurs as a result of bpc negligence or willful misconduct, and sanofi pasteur hereby waives any and all rights of recovery against adma and its affiliates, and against any of their respective directors, officers, employees, agents or representative, for any loss or damage to the sanofi pasteur property while under storage conditions at bpc's warehouse.","before,interval,interval,cond_a,unless"
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,"applicable law: the validity, implementation and interpretation of this agreement shall be governed by the laws of prc. 13. amendment and supplement: any amendment and supplement of this agreement shall be made by both parties in writing.",before
BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement3,"heritage shall invoice premier through the [***] billing as identified on the relevant schedule c or schedule c-l. heritage shall not, however, purchase ingredients or packaging materials in excess of those required",cond_a
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",neither party shall have any authority to bind the other.,
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT,"this agreement shad be deemed a contract made under and shall be construed in accordance with and governed by the laws ofthe state oftexas and that actions arising out ofthis agreement may be litigated in courts having situs in harris county, texas.",before
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,a pin code for three (3) songs shall be distributed exclusively with pogo 8 or 10 packs.,interval
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,"racing agrees that it will actively participate in the rolex 24 at daytona in january, 2010.",
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,"all representations and warranties made in this agreement shall survive the closing of this agreement, except that any party to whom a representation or warranty has been made in this agreement shall be deemed to have waived any misrepresentation or breach of representation or warranty of which such party had knowledge prior to closing.","before,unless"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"/s/jeffrey hanuscin employee prudential bank by: /s/jack rothkopf senior vice president and chief financial officer 4 source: prudential bancorp, inc., 8-k, 6/6/2017 split dollar policy endorsement beneficiary designation pursuant to the terms of the prudential bank split dollar agreement dated as of june 1st, 2017, the undersigned owner requests that the policies referenced in the agreement and issued by the insurer provide for the following beneficiary designation and limited contract ownership rights to the employee: 1. upon the death of the employee, proceeds shall be paid in one sum to the owner, its successors or assigns, to the extent of its interest in the policy as described in the agreement.","before,after,interval,cond_a"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"the fee shall be payable to charity tunes in two equal installments of $58,802.80 (plus applicable taxes) due to charity tunes on october 1, 2009 and november 1, 2009, respectively payable upon receipt of invoice.",cond_a
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,c) either party may terminate this agreement by providing ninety days written notice.,before
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,stage 3: the service fee of ntd 1.2 million (say one million and twenty thousand only) shall be paid after the soil and water conservation plan and relevant drawings are filed in the county government.,after
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT","sierra further warrants that the product will not be adulterated or misbranded within the meaning of any federal, state, or local law or regulation or other applicable law.",
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,"a scansource affiliate incorporated in florida, whose registered business address is 1935 nw 87 avenue, miami, florida 33172 (""scansource latin america"") scansource brazil distribuidora de technologias, ltda., a scansource affiliate incorporated and organized under the laws of brazil, with offices in the city of säo josé dos pinhais, state of paranå, at avenida rui barbosa, 2529, modulos 11 and 12, bairro jardim ipé, cep: 83055-320, enrolled with the taxpayer register (cnpj/mf) under no.",
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,the affected party shall take appropriate manners to minimize or remove the effects of force majeure and attempt to resume the performance of the obligations delayed or prevented by the event of force majeure.,"before,interval"
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",netgear reserves the right to add products to the price list at its sole discretion and any such additional products shall be offered to distributor at discounts to be determined at that time.,
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,"as a platform to discuss such opportunities, yec and argo agree to form a joint steering committee (hereafter ""jsc""), which will meet at least four (4) times per year, once in every quarter, for the following purposes: (a) subject to the da being in effect, to review and share the progress of marketing and sales of argo products by yec and argoworldwide, as defined in the da. (b) subject to the da being in effect, to establish sales targets and minimum purchase requirements for argo's products under thedistribution relationship that is defined in the da.","before,after,after,interval,cond_a"
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2,"(""purchaser"") to merchandise covered by this contract are owned by playboy enterprises international, inc. (""playboy""), and when used upon merchandise means that such merchandise is sponsored, approved, recommended or sold by playboy or its licensees; (ii) supplier will not sell, ship or otherwise dispose of any such merchandise except upon the order of purchaser or playboy; (iii) supplier will never make, cause others to make or assist others in making, any claim whatsoever to any or all of the playboy properties or any trademark, copyright, designation, name, phrase, design or symbol similar thereto in connection with the manufacture, advertising, promotion, sale or distribution of merchandise; and (iv) supplier will defend, indemnify and hold harmless purchaser and playboy and the distributors and dealers and the officers and employees of each of the foregoing against all liability whatsoever which may be incurred by them or any of them as a result of any alleged defects in material or workmanship in the merchandise covered by this contract.","before,interval,cond_t,cond_a,cond_a,unless"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,"these entries shall mean the sabco no. 40, all nascar winston cup series races during this three-year period; the sabco no. 42, all nascar winston cup series races during this three-year period; and sabco no. 46, all nascar winston cup series races during this three-year period.",interval
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",this amendment will apply and be effective only with respect to the provisions of the non- competition agreement specifically referred to herein.,cond_a
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement","each party (""the defaulting party"") shall indemnify the other party (""the innocent party"") and keep the innocent party indemnified and harmless from and against any claims brought against the innocent party as a result of any acts or omissions of the defaulting party, whether such acts or omissions relate to the defaulting party's tasks under this agreement or not.","interval,cond_a"
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,"customer's sole and exclusive remedy and the entire liability of cisco and its suppliers and licensors under this limited warranty will be, at cisco's option, repair, replacement, source: scansource, inc., 10-k, 8/22/2019 exhibit 10.38 or refund of the software if reported (or, upon request, returned) to cisco or the party supplying the software to customer, if different than cisco.","cond_a,cond_a"
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,"the receiving party will, at the request of the disclosing party, during the term of this agreement or thereafter (i) promptly return all confidential information and trade secrets held or used by the receiving party in whatever form, or (ii) at the discretion of the disclosing party, promptly destroy all such confidential information and trade secrets, including all copies thereof, and those portions of all documents that incorporate such confidential information and/or trade secrets.","before,after,interval,interval"
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","d. notices: any notice required or permitted to be given under this agreement shall be in writing, by hand delivery, commercial overnight courier or registered or certified u.s. mail, to the address stated below for cool tech or to the address stated below for vet tech, and shall be deemed duly given upon receipt, or if by registered or certified mail three (3) business days following deposit in the u.s. mail.","before,after,interval,cond_a,cond_a"
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,"in addition to vehicle personnel insurance, party b shall at least purchase injury insurance for two persons with coverage not lower than rmb500,000 per person.",interval
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",xacct may also terminate support services if licensee breaches any provision of this agreement or the license agreement and such breach is not remedied within thirty (30) days after licensee receives written notice of the breach.,"after,cond_a"
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"whereas, pursuant to an agreement and plan of reorganization approved by both the board of trustees of the trust and the board of directors of advantus series fund, inc. (the ""series fund"") on july 28, 2011, and approved by a majority of the shareholders of each portfolio of the series fund on october 21, 2011, each portfolio of the series fund was reorganized into a separate fund of the trust effective as of may 1, 2012; and whereas, the investment adviser, the underwriter and the series fund have previously entered into a net investment income maintenance agreement, effective as of february 1, 2009 and an amended and restated net investment income maintenance agreement effective as of october 29, 2009 (the ""prior agreements""); and whereas, the parties have determined that each desires to restate and adopt the prior agreements as set forth herein; and whereas, the trust is registered under the investment company act of 1940, as amended (the ""1940 act""), as an open-end management company of the series type, and the fund is a series of the trust; and whereas, the trust and the investment adviser have entered into an investment advisory agreement dated may 1, 2012 (the ""advisory agreement""), pursuant to which the investment adviser will render investment advisory services to the fund for compensation based on the value of the average daily net assets of the fund; and whereas, the trust and the underwriter have entered into an underwriting and distribution agreement dated may 1, 2012 (the ""underwriting agreement"") pursuant to which the underwriter acts the principal underwriter for the fund, and receives compensation thereunder pursuant to the fund's rule 12b-1 plan; and whereas, the trust and the investment adviser have determined that it is appropriate and in the best interests of the fund and its shareholders to maintain the fund's daily ""net investment income"" (as defined in paragraph 1.1 below) at or in excess of zero.","before,before,interval"
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement",prices for such [***] batches of product shall be in accordance with section 3.2 of the agreement (as amended in amendment #2).,interval
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,"the company and aig agree that any contribution to be made under paragraph 1 will take place within the following two time periods per year, as applicable: (a) during the time beginning on the first business day after the filing of the company's first 2 fiscal quarterly statutory financial statements and ending on the last business day prior to the end of the company's second fiscal quarter; and (b) during the time beginning on the first business day after the filing of the company's third fiscal quarterly statutory financial statements and ending on the last business day prior to the end of the company's fourth fiscal quarter.","before,after,after,interval"
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement","the amount of reasonable attorney's fees shall be determined by the court, in the trial of such action or in a separate action brought for that purpose.","before,interval"
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,"any right, power and remedy that either party enjoys pursuant to this agreement shall survive, unless the party expressly waives such right, power or remedy in writing.",unless
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,"(4) consent required: neither party is the agent or franchisee of the other party, and neither party, under any circumstances, may bind the other party to any agreement or obligation to any third person without the written consent of the party being bound.",unless
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,all capitalized terms used and not expressly defined in this statement of work will have the meanings given to them in the agreement.,
MSCIINC_02_28_2008-EX-10.10-,"(e) ""trigger date"" means the date upon which morgan stanley shall cease to own more than 50% of the issued and outstanding shares of msci common stock.",cond_a
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,the supreme court shall have exclusive jurisdiction over this agreement.,
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement","at such time that the source plasma is delivered to the adma loading dock located at 5800 park of commerce blvd nw, boca raton, fl 33487, risk of loss for such delivered source plasma shall, as between sanofi pasteur and adma, transfer to adma.","interval,interval"
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,"intellectual property rights and ownership all intellectual property during the project is owned by val, and will be turned over to val at the conclusion of the project by developer and after the fulfillment of all commercial obligations by the val.","before,after,interval"
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,this agreement may be executed in any number of counterparts with the same effect as if all signatory parties had signed the same document.,cond_a
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,"assignment - neither party will assign any of its rights or obligations under this agreement without the prior written consent of the other party, such consent not to be unreasonably, conditioned, withheld or delayed.","before,unless"
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,any party learning of a misrepresentation or breach of representation or warranty under this agreement shall immediately give written notice thereof to all other parties to this agreement.,
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT","such injunctive remedy shall be nonexclusive and shall be in addition to any and all other remedies which may be available to it at law or in equity, including without limitation, the recovery of direct, indirect, incidental, consequential and/or punitive damages.",unless
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,headings are for reference and shall not affect the meaning of any of the provisions of this agreement.,interval
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,this agreement shall become effective as of the effective date and shall remain in effect as follows.,
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)","if during the term of this agreement any situation or circumstance arises that might reasonably be expected to present a conflict of interest, or if consultant might be unable to render services or otherwise participate in such work without risk of breaching an obligation of confidentiality to another party, consultant will promptly advise the company's general counsel of the situation and company and consultant shall, in good faith, attempt to resolve any such conflicts(s).","interval,cond_a,unless"
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,this agreement may be terminated by (a) the written agreement of the parties or (b) by either party upon 5 days written notice to the other party.,"before,cond_a"
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,"the adviser may obtain reimbursement from the fund, at such time or times as the adviser may determine in its sole discretion, for any expenses advanced by the adviser that the fund is obligated to pay, and such reimbursement shall not be considered to 2 be part of the adviser's compensation pursuant to this agreement.","before,before,interval,interval"
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT","(a) ""confidential information"" means any information, materials or methods in whatever form or embodiment that has not been made available by aduro to the general public and any information, materials or methods in the possession or control of consultant on the effective date or developed in the performance of the services, except that confidential information shall not include any information, material or method that (i) at the time of disclosure is in, or after disclosure becomes part of the public domain, through no improper act on the part of consultant or any of its employees; (ii) was in consultant's possession at the time of disclosure, as shown by written evidence, and was not acquired, directly or indirectly, from work with aduro; or (iii) consultant receives from a third party, provided that such confidential information was not obtained by such third party, directly or indirectly, from aduro.","before,after,interval,interval,cond_a,unless"
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"any modification, supplementary, give up should been written records, only to be valid by buyers and sellers authorized representative signature and confirmation, otherwise will be deemed invalid.","before,cond_a"
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,"term of agreement this agreement commences on the date it is executed and shall continue until full performance by both parties, or until earlier terminated by one party under the terms of this agreement.","before,before,before,interval"
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,the lucent co-branding art shown in schedule a above may not be altered in any way from the form in which it is provided to mphase by lucent technologies.,"before,interval,interval,cond_a"
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,"whereas, chipmos and tsinghua unigroup will also, on the execution date, enter into the share subscription agreement (""share subscription agreement"").",
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,5.0 all capitalized terms not defined in this amendment no. 3 shall have the meaning assigned to them in the agreement.,
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)","consultant represents as follows: (a) consultant is not subject to any other agreement that consultant will violate by signing this agreement; (b) consultant has and shall continue to have the knowledge, experience, qualifications and required skill to perform, and shall perform, the services in a professional manner; (c) consultant to perform the services in accordance with all applicable law; and (d) during the term of this agreement, consultant will not, directly or indirectly (whether for compensation or without compensation) engage in or provide consulting services, or enter into any agreement either written or oral, that would present a material conflict with any of the provisions of this agreement, or would preclude consultant from complying with the terms and conditions hereof.","before,interval,interval,interval,cond_a,unless"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"during the employee's life time ""the employer's interest in the policies"" will mean, at any time at which the value of such interest is to be determined under this agreement, the cash value of the policies at such time, reduced by any then outstanding policy loan balance with respect to any loans made or charged automatically against the policies by the employer.","before,interval,cond_a"
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",sierra shall at all times be the owner of the trademark and envision shall acquire no rights thereto.,
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,"all notices and communications required or permitted to be given hereunder shall be in writing, signed by the sender, and delivered by registered or certified mail to: if to the company: robert g. tomlinson, chairman and ceo sport-haley, inc. 4600 east 48th avenue denver, co 80216 with a copy to: robert w. walter, esq. berliner zisser walter & gallegos, p. c. suite 4700 1700 lincoln street denver, co 80203 if to the professional: with a copy to: or such other address as shall have been furnished in writing by the parties to each other.","before,cond_a"
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement","sic, represented by chief james e. billie and craig talesman, will provide access to other opportunities.",before
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"references in section 1.5.1 of the agreement to ""exhibit d"" shall be amended to include ""exhibit d-1,"" as applicable.",
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",o envision will be responsible for all costs associated with developing and manufacturing the finished product.,interval
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"nothing herein contained shall be deemed to require any party hereto to take any action contrary to its articles of incorporation or agreement and declaration of trust or by-laws, or any applicable statutory or regulatory (including self-regulatory) requirement to which it is subject or by which it is bound.",before
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,"these marks may be used by emdeon, in its sole discretion, in connection with the content in the software, and in any form, format, forum, media, medium, means or method by which the content is delivered.","before,interval"
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,"racing agrees that, during the term of this agreement, (i) sponsor shall have the right to approve or disapprove any additional sponsor identified by racing, and (ii) unless another proposed sponsor has agreed to pay a sponsorship fee that exceeds the amount paid by sponsor, no other sponsor shall receive any benefit of greater value (including either an equivalent or a more prominent use of another sponsor's name, logo or other identifying information) than the benefits provided to the sponsor hereunder.","before,interval,interval,cond_a,cond_a,unless"
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,"for purposes of computing the fees payable to the sponsor hereunder, the value of the trust's net assets shall be computed in the manner specified in the trust's then-current prospectus and statement of additional information.","interval,cond_a"
MSCIINC_02_28_2008-EX-10.10-,"any notice, instruction, direction or demand under the terms of this agreement required to be in writing shall be duly given upon delivery, if delivered by hand, facsimile transmission, or mail, to the following addresses: to morgan stanley & co. incorporated: morgan stanley 1585 broadway new york, ny 10036 attn: martin m. cohen, director of company law facsimile: (212) 507-3334 to msci: mscl inc. 88 pine street new york, new york 10005 attn: general counsel facsimile: (212) 804-2906 or to such other addresses or telecopy numbers as may be specified by like notice to the other party.","before,after,cond_a,cond_a"
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,"(8) force majeure: a party shall not be responsible for any failure to timely perform due to a ""force majeure"" event, which is an event that is beyond the reasonable control of a party and not reasonably foreseeable with the exercise of reasonable care, nor avoidable through the payment of nonmaterial additional sums (nor due the negligence, inattention, misconduct or inexperience of the affected party).",interval
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement","[termination, settlement and release agreement] between bpc and sanofi pasteur, [of even date herewith], sanofi pasteur assumes all risk of loss for all source plasma (the ""sanofi pasteur property"") while under storage conditions at bpc's warehouse except in case such loss occurs as a result of bpc negligence or willful misconduct, and sanofi pasteur hereby waives any and all rights of recovery against adma and its affiliates, and against any of their respective directors, officers, employees, agents or representative, for any loss or damage to the sanofi pasteur property while under storage conditions at bpc's warehouse.","before,interval,interval,cond_a,unless"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"pin codes entered for redemption after 11:59:59 pm pt on march 31, 2010 may be rejected as ineligible.","after,interval"
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,"in recognition of the fact that company will respond to inquiries that otherwise would be handled by fiioc, fiioc agrees to pay company a quarterly fee computed as follows: at the close of each calendar quarter, fiioc will determine the average daily assets held in the funds by the company.",before
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT","shi farms shall be responsible for delivery of the biomass to the processor determined by gridiron, in good form as described above ""a. product"".","before,interval"
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,"consultant is not under any legal obligation, including any obligation of confidentiality or non-competition, which prevents consultant from executing or fully performing this consulting agreement, or which would render such execution or performance a breach of contract with any third party, or which would give any third party any rights in any intellectual property which might be developed by consultant hereunder; and consultant shall perform the services hereunder in accordance with the terms of this agreement and applicable regulations, guidelines and licensing requirements; and consultant has all requisite power and authority to execute, deliver, and perform this agreement, and this agreement has been duly authorized, executed and delivered by consultant and is consultant's legal, valid and binding obligation, and is enforceable as to consultant in accordance with its terms.","before,interval,interval"
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"if the fund's net investment income on any day is below zero, the investment adviser shall waive its advisory fee or reimburse the fund an amount (defined as ""expense waiver"") sufficient to produce a net investment income of zero.",cond_a
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2,"d. franchisor shall not be obligated to proceed against master franchisee or exhaust any security from master franchisee or pursue or exhaust any remedy, including any legal or equitable relief against master franchisee, before proceeding to enforce the obligations of the guarantors under this guarantee, and the enforcement of such obligations may take place before, after, or contemporaneously with, enforcement of any debt or obligation of master franchisee under the master franchise agreement.","before,after,interval,interval"
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,facsimile or portable document format (pdf) counterpart signatures to this agreement shall be acceptable and binding.,interval
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT","§1833(b), consultant shall not be held criminally or civilly liable under any federal or state trade secret law for the disclosure of a trade secret that is made in confidence to a federal, state or local government official, either directly or indirectly, or to an attorney, and that is made solely for the purpose of reporting or investigating a suspected violation of law, or that is made in a complaint or other document filed in a lawsuit or other proceeding if such filing is made under seal.","interval,cond_a"
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,"1 source: arca u.s. treasury fund, n-2, 2/7/2020 (d) the blockchain administrator shall also, on behalf of the fund, conduct relations with custodians, depositories, transfer agents, dividend disbursing agents, other stockholder servicing agents, accountants, attorneys, underwriters, brokers and dealers, corporate fiduciaries, insurers, banks and such other persons as the blockchain administrator shall deem to be necessary or desirable in connection with the issuance and transfer of the fund's erc-1404 compatible digital security,.",
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",this agreement may also be terminated by either party upon ninety (90) days written notice.,"before,cond_a"
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT,"during the term of this agreement, tickets shall be mp3.com's exclusive partner/source for sports, entertainment, and travel tickets, and mp3.com shall include a tickets portal on the ""music"" page and the ""pop,"" ""rock"" and ""alternative"" genre pages on the website.","interval,interval"
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,"(ii) paragraph 1(a) of the agreement is amended to provide that fox grants licensee a worldwide, exclusive (except as otherwise may be provided in the agreement), non-transferable right and license to distribute video clips for the property ""kingdom of heaven"" (""koh video clips"").","interval,cond_a,unless"
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,"12.4. waiver no waiver of any provision of this agreement may be deemed, or will constitute, a waiver or any other provision, whether or not similar, not will any waiver constitute a continuing waiver.",
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",(v) travel arrangements and accommodations will be provided by the company.,"before,cond_a"
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,"for services rendered hereunder during the term, the consultant shall receive: a cash pre-payment of us$150,000 which consultant acknowledges it received directly from an investor participating in the company's march 2020 convertible debenture offering and that no additional cash payment is due and payable under this agreement.","interval,interval,interval"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,iii. expenses it is expressly agreed and understood that each party shall be responsible for its own normal and reasonable out-of-pocket expenses.,interval
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,"e. make available, during normal business hours, at a party=s offices all records, books, agreements, policies and procedures relating to the use and/or disclosure of confidential information that is subject to this agreement, to the other party within ten (10) days of a party's written request, for the purpose of enabling a party to verify the other party=s compliance with the terms of this agreement; f. within fifteen (15) days of receiving a written request from a party, provide to the other party such information as is requested by a party to permit the other party to respond to a request by the subject individual for amendment and accounting purposes of the disclosures of the individual=s confidential information; g. return to a party or destroy, as requested by a party, within fifteen (15) days of the termination of this agreement, any confidential information provided to such party and in its possession and retain no copies or back-up tapes; h. parties agrees to mitigate, to the extent practicable, any harmful effect that is known to a party of a use or disclosure of confidential information by a party in violation of the requirements of this agreement; i. to inform a party of any changes in the form of notice of privacy practices that the other party provides to individuals and provide the party a copy of the notice currently in use; and j. to inform the party of any changes in, or withdrawal of, the consent or authorization provided to a party by individuals whose confidential information may be used and/or disclosed by a party under this agreement.","before,interval,interval,interval,cond_a,cond_a"
